Product,Status,Release Date,Code Name,Vertical Segment,Cores,Threads,Lithography(nm),Max. Turbo Freq.(GHz),Base Freq.(GHz),TDP(W),Cache(MB),Cache Info,Max Memory Size(GB),Memory Types,Max Memory Speed(MHz),Max Memory Channels,Integrated Graphics,Sockets Supported,Max Operating Temp.(°C)
Celeron 2955U,Discontinued,Q3'13,Haswell,Mobile,2,2,22,N/A,1.40,15,2,Intel Smart Cache,16,"DDR3L 1333/1600, LPDDR3 1333/1600",N/A,2,Intel HD Graphics for 4th Gen Intel Processors,FCBGA1168,100
Celeron 2980U,Discontinued,Q3'13,Haswell,Mobile,2,2,22,N/A,1.60,15,2,Intel Smart Cache,16,"DDR3L 1333/1600, LPDDR3 1333/1600",N/A,2,Intel HD Graphics for 4th Gen Intel Processors,FCBGA1168,100
Celeron 1005M,Discontinued,Q3'13,Ivy Bridge,Mobile,2,2,22,N/A,1.90,35,2,N/A,32,"DDR3/L/-RS 1333/1600",N/A,2,Intel HD Graphics for 3rd Gen Intel Processors,FCPGA988,105
Celeron 1017U,Discontinued,Q3'13,Ivy Bridge,Mobile,2,2,22,N/A,1.60,17,2,N/A,32,"DDR3/L/-RS 1333/1600",N/A,2,Intel HD Graphics for 3rd Gen Intel Processors,FCBGA1023,105
Celeron 1019Y,Discontinued,Q2'13,Ivy Bridge,Mobile,2,2,22,N/A,1.00,10,2,N/A,32,"DDR3/L/-RS 1333/1600",N/A,2,Intel HD Graphics for 3rd Gen Intel Processors,FCBGA1023,105
Celeron 1000M,Discontinued,Q1'13,Ivy Bridge,Mobile,2,2,22,N/A,1.80,35,2,Intel Smart Cache,32,"DDR3/L/-RS 1333/1600",N/A,2,Intel HD Graphics for 3rd Gen Intel Processors,FCPGA988,105
Celeron 1007U,Discontinued,Q1'13,Ivy Bridge,Mobile,2,2,22,N/A,1.50,17,2,Intel Smart Cache,32,"DDR3/L/-RS 1333/1600",N/A,2,Intel HD Graphics for 3rd Gen Intel Processors,FCBGA1023,105
Celeron 1020E,Discontinued,Q1'13,Ivy Bridge,Embedded,2,2,22,N/A,2.20,35,2,Intel Smart Cache,16,"DDR3/DDR3L 1333/1600",N/A,2,Intel HD Graphics for 3rd Gen Intel Processors,"FCBGA1023,FCPGA988",105
Celeron 1020M,Discontinued,Q1'13,Ivy Bridge,Mobile,2,2,22,N/A,2.10,35,2,Intel Smart Cache,32,"DDR3/L/-RS 1333/1600",N/A,2,Intel HD Graphics for 3rd Gen Intel Processors,FCPGA988,105
Celeron 1037U,Discontinued,Q1'13,Ivy Bridge,Mobile,2,2,22,N/A,1.80,17,2,Intel Smart Cache,32,"DDR3/L/-RS 1333/1600",N/A,2,Intel HD Graphics for 3rd Gen Intel Processors,FCBGA1023,105
Celeron 1047UE,Discontinued,Q1'13,Ivy Bridge,Embedded,2,2,22,N/A,1.40,17,2,Intel Smart Cache,16,"DDR3/DDR3L 1333/1600",N/A,2,Intel HD Graphics for 3rd Gen Intel Processors,FCBGA1023,105
