Product,Status,Release Date,Cores,Max. Turbo Freq.(GHz),Base Freq.(GHz),Cache(MB),Cache Info,Integrated Graphics
Core i9-10980XE Extreme Edition,Launched,Q4'19,18,4.60,3.00,24.75,Intel Smart Cache,N/A
Core i9-10940X X Series,Launched,Q4'19,14,4.60,3.30,19.25,Intel Smart Cache,N/A
Core i9-10920X X Series,Launched,Q4'19,12,4.60,3.50,19.25,Intel Smart Cache,N/A
Core i9-10900X X Series,Launched,Q4'19,10,4.50,3.70,19.25,Intel Smart Cache,N/A
Core i9-9980XE Extreme Edition,Launched,Q4'18,18,4.40,3.00,24.75,Intel Smart Cache,N/A
Core i9-9960X X Series,Launched,Q4'18,16,4.40,3.10,22,Intel Smart Cache,N/A
Core i9-9940X X Series,Launched,Q4'18,14,4.40,3.30,19.25,Intel Smart Cache,N/A
Core i9-9920X X Series,Launched,Q4'18,12,4.40,3.50,19.25,Intel Smart Cache,N/A
Core i9-9900X X Series,Launched,Q4'18,10,4.40,3.50,19.25,Intel Smart Cache,N/A
Core i9-9820X X Series,Launched,Q4'18,10,4.10,3.30,16.5,Intel Smart Cache,N/A
Core i7-9800X X Series,Launched,Q4'18,8,4.40,3.80,16.5,Intel Smart Cache,N/A
Core i9-7980XE Extreme Edition,Discontinued,Q3'17,18,4.20,2.60,24.75,N/A,N/A
Core i9-7960X X Series,Discontinued,Q3'17,16,4.20,2.80,22,N/A,N/A
Core i9-7940X X Series,Discontinued,Q3'17,14,4.30,3.10,19.25,N/A,N/A
Core i9-7920X X Series,Discontinued,Q3'17,12,4.30,2.90,16.5,L3 Cache,N/A
Core i9-7900X X Series,Discontinued,Q2'17,10,4.30,3.30,13.75,L3 Cache,N/A
Core i7-7820X X Series,Discontinued,Q2'17,8,4.30,3.60,11,L3 Cache,N/A
Core i7-7800X X Series,Discontinued,Q2'17,6,4.00,3.50,8.25,L3 Cache,N/A
Core i7-7740X X Series,Discontinued,Q2'17,4,4.50,4.30,8,N/A,N/A
Core i5-7640X X Series,Discontinued,Q2'17,4,4.20,4.00,6,N/A,N/A
Core i7-6950X Extreme Edition,Discontinued,Q2'16,10,3.50,3.00,25,N/A,N/A
Core i7-6900K,Discontinued,Q2'16,8,3.70,3.20,20,N/A,N/A
Core i7-6850K,Discontinued,Q2'16,6,3.60,3.40,15,Intel Smart Cache,N/A
Core i7-6800K,Discontinued,Q2'16,6,3.60,3.40,15,Intel Smart Cache,N/A
Core i7-5960X Extreme Edition,Discontinued,Q3'14,8,3.50,3.00,20,Intel Smart Cache,N/A
Core i7-5930K,Discontinued,Q3'14,6,3.70,3.50,15,Intel Smart Cache,N/A
Core i7-5820K,Discontinued,Q3'14,6,3.60,3.30,15,Intel Smart Cache,N/A
Core i7-4960X Extreme Edition,Discontinued,Q3'13,6,4.00,3.60,15,Intel Smart Cache,N/A
Core i7-4940MX Extreme Edition,Discontinued,Q1'14,4,4.00,3.10,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4930K,Discontinued,Q3'13,6,3.90,3.40,12,Intel Smart Cache,N/A
Core i7-4930MX Extreme Edition,Launched,Q2'13,4,3.90,3.00,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4820K,Discontinued,Q3'13,4,3.90,3.70,10,Intel Smart Cache,N/A
Core i7-3970X Extreme Edition,Discontinued,Q4'12,6,4.00,3.50,15,Intel Smart Cache,N/A
Core i7-3960X Extreme Edition,Discontinued,Q4'11,6,3.90,3.30,15,Intel Smart Cache,N/A
Core i7-3940XM Extreme Edition,Launched,Q3'12,4,3.90,3.00,8,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3930K,Discontinued,Q4'11,6,3.80,3.20,12,Intel Smart Cache,N/A
Core i7-3920XM Extreme Edition,Discontinued,Q2'12,4,3.80,2.90,8,Intel Smart Cache,Intel HD 4000 Graphics
Core i7-3820,Discontinued,Q1'12,4,3.80,3.60,10,Intel Smart Cache,N/A
Core i5-L16G7,Launched,Q2'20,5,3.00,1.40,4,N/A,UHD Intel
Core i3-L13G4,Launched,Q2'20,5,2.80,0.80,4,N/A,UHD Intel
Core i9-10885H,Launched,Q2'20,8,5.30,2.40,16,Intel Smart Cache,Intel UHD Graphics
Core i9-10980HK,Launched,Q2'20,8,5.30,2.40,16,Intel Smart Cache,Intel UHD Graphics
Core i9-10900TE,Launched,Q2'20,10,4.50,1.80,20,Intel Smart Cache,Intel UHD 630 Graphics
Core i9-10900T,Launched,Q2'20,10,4.60,1.90,20,Intel Smart Cache,Intel UHD 630 Graphics
Core i9-10900KF,Launched,Q2'20,10,5.30,3.70,20,Intel Smart Cache,N/A
Core i9-10900K,Launched,Q2'20,10,5.30,3.70,20,Intel Smart Cache,Intel UHD 630 Graphics
Core i9-10900F,Launched,Q2'20,10,5.20,2.80,20,Intel Smart Cache,N/A
Core i9-10900E,Launched,Q2'20,10,4.70,2.80,20,Intel Smart Cache,Intel UHD 630 Graphics
Core i9-10900,Launched,Q2'20,10,5.20,2.80,20,Intel Smart Cache,Intel UHD 630 Graphics
Core i9-10850K,Launched,Q3'20,10,5.20,3.60,20,Intel Smart Cache,Intel UHD 630 Graphics
Core i9-9980HK,Launched,Q2'19,8,5.00,2.40,16,Intel Smart Cache,Intel UHD 630 Graphics
Core i9-9880H,Launched,Q2'19,8,4.80,2.30,16,Intel Smart Cache,Intel UHD 630 Graphics
Core i9-9900T,Launched,Q2'19,8,4.40,2.10,16,Intel Smart Cache,Intel UHD 630 Graphics
Core i9-9900KS,Launched,Q4'19,8,5.00,4.00,16,Intel Smart Cache,Intel UHD 630 Graphics
Core i9-9900KF,Launched,Q1'19,8,5.00,3.60,16,Intel Smart Cache,N/A
Core i9-9900K,Launched,Q4'18,8,5.00,3.60,16,Intel Smart Cache,Intel UHD 630 Graphics
Core i9-9900,Launched,Q2'19,8,5.00,3.10,16,Intel Smart Cache, Intel UHD 630 Graphics
Core i9-8950HK,Launched,Q2'18,6,4.80,2.90,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-1185GRE,Launched,Q3'20,4,4.40,1.80,12,Intel Smart Cache,Intel Iris Xe Graphics
Core i7-1185G7E,Launched,Q3'20,4,4.40,1.80,12,Intel Smart Cache,Intel Iris Xe Graphics
Core i7-1185G7,Launched,Q3'20,4,4.80,N/A,12,Intel Smart Cache,Intel Iris Xe Graphics
Core i7-1165G7,Launched,Q3'20,4,4.70,N/A,12,Intel Smart Cache,Intel Iris Xe Graphics
Core i7-1160G7,Announced,Q3'20,4,4.40,N/A,12,Intel Smart Cache,Intel Iris Xe Graphics
Core i7-10875H,Launched,Q2'20,8,5.10,2.30,16,Intel Smart Cache,Intel UHD Graphics
Core i7-10870H,Launched,Q3'20,8,5.00,2.20,16,Intel Smart Cache,Intel UHD Graphics
Core i7-10850H,Launched,Q2'20,6,5.10,2.70,12,Intel Smart Cache,Intel UHD Graphics
Core i7-10810U,Launched,Q2'20,6,4.90,1.10,12,Intel Smart Cache,Intel UHD Graphics
Core i7-10750H,Launched,Q2'20,6,5.00,2.60,12,Intel Smart Cache,Intel UHD Graphics
Core i7-10710U,Launched,Q3'19,6,4.70,1.10,12,Intel Smart Cache,Intel UHD Graphics
Core i7-10700TE,Launched,Q2'20,8,4.40,2.00,16,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-10700T,Launched,Q2'20,8,4.50,2.00,16,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-10700KF,Launched,Q2'20,8,5.10,3.80,16,Intel Smart Cache,N/A
Core i7-10700K,Launched,Q2'20,8,5.10,3.80,16,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-10700F,Launched,Q2'20,8,4.80,2.90,16,Intel Smart Cache,N/A
Core i7-10700E,Launched,Q2'20,8,4.50,2.90,16,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-10700,Launched,Q2'20,8,4.80,2.90,16,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-1065G7,Launched,Q3'19,4,3.90,1.30,8,Intel Smart Cache,Intel Iris Plus Graphics
Core i7-10610U,Launched,Q2'20,4,4.90,1.80,8,Intel Smart Cache,Intel UHD Graphics
Core i7-1060G7,Launched,Q3'19,4,3.80,1.00,8,Intel Smart Cache,Intel Iris Plus Graphics
Core i7-1068NG7,Launched,Q2'20,4,4.10,2.30,8,Intel Smart Cache,Intel Iris Plus Graphics
Core i7-10510U,Launched,Q3'19,4,4.90,1.80,8,Intel Smart Cache,Intel UHD Graphics
Core i7-10510Y,Launched,Q3'19,4,4.50,1.20,8,Intel Smart Cache,Intel UHD Graphics
Core i7-9850HL,Launched,Q2'19,6,4.10,1.90,9,N/A,Intel UHD 630 Graphics
Core i7-9850HE,Launched,Q2'19,6,4.40,2.70,9,N/A,Intel UHD 630 Graphics
Core i7-9850H,Launched,Q2'19,6,4.60,2.60,12,N/A,Intel UHD 630 Graphics
Core i7-9750HF,Launched,Q2'19,6,4.50,2.60,12,Intel Smart Cache,N/A
Core i7-9750H,Launched,Q2'19,6,4.50,2.60,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-9700TE,Launched,Q2'19,8,3.80,1.80,12,N/A,Intel UHD 630 Graphics
Core i7-9700T,Launched,Q2'19,8,4.30,2.00,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-9700KF,Launched,Q1'19,8,4.90,3.60,12,Intel Smart Cache,N/A
Core i7-9700K,Launched,Q4'18,8,4.90,3.60,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-9700F,Launched,Q2'19,8,4.70,3.00,12,Intel Smart Cache,N/A
Core i7-9700E,Launched,Q2'19,8,4.40,2.60,12,N/A,Intel UHD 630 Graphics
Core i7-9700,Launched,Q2'19,8,4.70,3.00,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-8665UE,Launched,Q2'19,4,4.40,1.70,8,N/A,Intel UHD 620 Graphics
Core i7-8665U,Launched,Q2'19,4,4.80,1.90,8,Intel Smart Cache,Intel UHD 620 Graphics
Core i7-8557U,Launched,Q3'19,4,4.50,1.70,8,Intel Smart Cache,Intel Iris Plus Graphics 645
Core i7-8850H,Launched,Q2'18,6,4.30,2.60,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-8809G with Radeon RX Vega M GH Graphics,Announced,Q1'18,4,4.20,3.10,8,N/A,Intel HD 630 Graphics
Core i7-8750H,Launched,Q2'18,6,4.10,2.20,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-8709G with Radeon RX Vega M GH Graphics,Announced,Q1'18,4,4.10,3.10,8,N/A,Intel HD 630 Graphics
Core i7-8706G with Radeon RX Vega M GL Graphics,Launched,Q1'18,4,4.10,3.10,8,N/A,Intel HD 630 Graphics
Core i7-8706G with Radeon Pro WX Vega M GL Graphics,Launched,Q3'18,4,4.10,3.10,8,N/A,Intel HD 630 Graphics
Core i7-8705G with Radeon RX Vega M GL Graphics,Announced,Q1'18,4,4.10,3.10,8,N/A,Intel HD 630 Graphics
Core i7-8700T,Launched,Q2'18,6,4.00,2.40,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-8700K,Launched,Q4'17,6,4.70,3.70,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-8700B,Launched,Q2'18,6,4.60,3.20,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-8700,Launched,Q4'17,6,4.60,3.20,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i7+8700 with Intel Optane Memory,Launched,Q2'18,6,4.60,3.20,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-8569U,Launched,Q2'19,4,4.70,2.80,8,Intel Smart Cache,Intel Iris Plus Graphics 655
Core i7-8650U,Launched,Q3'17,4,4.20,1.90,8,Intel Smart Cache,Intel UHD 620 Graphics
Core i7-8565U,Launched,Q3'18,4,4.60,1.80,8,Intel Smart Cache,Intel UHD 620 Graphics
Core i7-8559U,Launched,Q2'18,4,4.50,2.70,8,Intel Smart Cache,Intel Iris Plus Graphics 655
Core i7-8550U,Launched,Q3'17,4,4.00,1.80,8,Intel Smart Cache,Intel UHD 620 Graphics
Core i7-8500Y,Launched,Q1'19,2,4.20,1.50,4,Intel Smart Cache,Intel UHD 615 Graphics
Core i7-8086K,Launched,Q2'18,6,5.00,4.00,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i7-7920HQ,Launched,Q1'17,4,4.10,3.10,8,N/A,Intel HD 630 Graphics
Core i7-7820HQ,Launched,Q1'17,4,3.90,2.90,8,N/A,Intel HD 630 Graphics
Core i7-7820HK,Launched,Q1'17,4,3.90,2.90,8,N/A,Intel HD 630 Graphics
Core i7-7820EQ,Launched,Q1'17,4,3.70,3.00,8,N/A,Intel HD 630 Graphics
Core i7-7700HQ,Launched,Q1'17,4,3.80,2.80,6,N/A,Intel HD 630 Graphics
Core i7-7700,Launched,Q1'17,4,4.20,3.60,8,Intel Smart Cache,Intel HD 630 Graphics
Core i7-7700K,Discontinued,Q1'17,4,4.50,4.20,8,Intel Smart Cache,Intel HD 630 Graphics
Core i7-7700T,Launched,Q1'17,4,3.80,2.90,8,Intel Smart Cache,Intel HD 630 Graphics
Core i7-7660U,Launched,Q1'17,2,4.00,2.50,4,N/A,Intel Iris Plus 640 Graphics
Core i7-7600U,Launched,Q1'17,2,3.90,2.80,4,Intel Smart Cache,Intel HD 620 Graphics
Core i7-7567U,Launched,Q1'17,2,4.00,3.50,4,N/A,Intel Iris Plus 650 Graphics
Core i7-7560U,Launched,Q1'17,2,3.80,2.40,4,N/A,Intel Iris Plus 640 Graphics
Core i7-7500U,Launched,Q3'16,2,3.50,2.70,4,Intel Smart Cache,Intel HD 620 Graphics
Core i7-7Y75,Launched,Q3'16,2,3.60,1.30,4,Intel Smart Cache,Intel HD 615 Graphics
Core i7-6970HQ,Launched,Q1'16,4,3.70,2.80,8,Intel Smart Cache,Intel Iris Pro 580 Graphics
Core i7-6920HQ,Launched,Q3'15,4,3.80,2.90,8,Intel Smart Cache,Intel HD 530 Graphics
Core i7-6870HQ,Launched,Q1'16,4,3.60,2.70,8,Intel Smart Cache,Intel Iris Pro 580 Graphics
Core i7-6822EQ,Launched,Q4'15,4,2.80,2.00,8,Intel Smart Cache,Intel HD 530 Graphics
Core i7-6820HQ,Launched,Q3'15,4,3.60,2.70,8,Intel Smart Cache,Intel HD 530 Graphics
Core i7-6820HK,Launched,Q3'15,4,3.60,2.70,8,Intel Smart Cache,Intel HD 530 Graphics
Core i7-6820EQ,Launched,Q4'15,4,3.50,2.80,8,Intel Smart Cache,Intel HD 530 Graphics
Core i7-6785R,Discontinued,Q2'16,4,3.90,3.30,8,N/A,Intel Iris Pro 580 Graphics
Core i7-6700K,Discontinued,Q3'15,4,4.20,4.00,8,Intel Smart Cache,Intel HD 530 Graphics
Core i7-6700T,Launched,Q3'15,4,3.60,2.80,8,Intel Smart Cache,Intel HD 530 Graphics
Core i7-6700TE,Launched,Q4'15,4,3.40,2.40,8,Intel Smart Cache,Intel HD 530 Graphics
Core i7-6700,Launched,Q3'15,4,4.00,3.40,8,Intel Smart Cache,Intel HD 530 Graphics
Core i7-6770HQ,Launched,Q1'16,4,3.50,2.60,6,Intel Smart Cache,Intel Iris Pro 580 Graphics
Core i7-6700HQ,Launched,Q3'15,4,3.50,2.60,6,Intel Smart Cache,Intel HD 530 Graphics
Core i7-6660U,Launched,Q1'16,2,3.40,2.40,4,Intel Smart Cache,Intel Iris 540 Graphics
Core i7-6650U,Launched,Q3'15,2,3.40,2.20,4,Intel Smart Cache,Intel Iris 540 Graphics
Core i7-6600U,Launched,Q3'15,2,3.40,2.60,4,Intel Smart Cache,Intel HD 520 Graphics
Core i7-6567U,Launched,Q3'15,2,3.60,3.30,4,Intel Smart Cache,Intel Iris 550 Graphics
Core i7-6560U,Launched,Q3'15,2,3.20,2.20,4,Intel Smart Cache,Intel Iris 540 Graphics
Core i7-6500U,Launched,Q3'15,2,3.10,2.50,4,Intel Smart Cache,Intel HD 520 Graphics
Core i7-5950HQ,Launched,Q2'15,4,3.80,2.90,6,N/A,Intel Iris Pro 6200 Graphics
Core i7-5850HQ,Launched,Q2'15,4,3.60,2.70,6,N/A,Intel Iris Pro 6200 Graphics
Core i7-5850EQ,Launched,Q2'15,4,3.40,2.70,6,Intel Smart Cache,Intel Iris Pro 6200 Graphics
Core i7-5750HQ,Launched,Q2'15,4,3.40,2.50,6,N/A,Intel Iris Pro 6200 Graphics
Core i7-5700EQ,Launched,Q2'15,4,3.40,2.60,6,Intel Smart Cache,N/A
Core i7-5700HQ,Launched,Q2'15,4,3.50,2.70,6,N/A,N/A
Core i7-5775R,Discontinued,Q2'15,4,3.80,3.30,6,N/A,Intel Iris Pro 6200 Graphics
Core i7-5775C,Launched,Q2'15,4,3.70,3.30,6,N/A,Intel Iris Pro 6200 Graphics
Core i7-5650U,Launched,Q1'15,2,3.10,2.20,4,N/A,Intel HD 6000 Graphics
Core i7-5600U,Launched,Q1'15,2,3.20,2.60,4,N/A,Intel HD 5500 Graphics
Core i7-5557U,Launched,Q1'15,2,3.40,3.10,4,N/A,Intel Iris 6100 Graphics
Core i7-5550U,Launched,Q1'15,2,3.00,2.00,4,Intel Smart Cache,Intel HD 6000 Graphics
Core i7-5500U,Launched,Q1'15,2,3.00,2.40,4,N/A,Intel HD 5500 Graphics
Core i7-4900MQ,Launched,Q2'13,4,3.80,2.80,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4910MQ,Launched,Q1'14,4,3.90,2.90,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4950HQ,Launched,Q3'13,4,3.60,2.40,6,Intel Smart Cache,Intel Iris Pro 5200 Graphics
Core i7-4960HQ,Launched,Q4'13,4,3.80,2.60,6,Intel Smart Cache,Intel Iris Pro 5200 Graphics
Core i7-4980HQ,Launched,Q3'14,4,4.00,2.80,6,N/A,Intel Iris Pro 5200 Graphics
Core i7-4800MQ,Launched,Q2'13,4,3.70,2.70,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4810MQ,Launched,Q1'14,4,3.80,2.80,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4850HQ,Launched,Q3'13,4,3.50,2.30,6,Intel Smart Cache,Intel Iris Pro 5200 Graphics
Core i7-4860HQ,Launched,Q1'14,4,3.60,2.40,6,Intel Smart Cache,Intel Iris Pro 5200 Graphics
Core i7-4870HQ,Launched,Q3'14,4,3.70,2.50,6,N/A,Intel Iris Pro 5200 Graphics
Core i7-4700EC,Launched,Q1'14,4,N/A,2.70,8,Intel Smart Cache,N/A
Core i7-4700EQ,Launched,Q2'13,4,3.40,2.40,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4700HQ,Launched,Q2'13,4,3.40,2.40,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4700MQ,Launched,Q2'13,4,3.40,2.40,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4702EC,Launched,Q1'14,4,N/A,2.00,8,Intel Smart Cache,N/A
Core i7-4702HQ,Launched,Q2'13,4,3.20,2.20,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4702MQ,Launched,Q2'13,4,3.20,2.20,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4710HQ,Launched,Q2'14,4,3.50,2.50,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4710MQ,Launched,Q2'14,4,3.50,2.50,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4712HQ,Launched,Q2'14,4,3.30,2.30,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4712MQ,Launched,Q2'14,4,3.30,2.30,6,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4720HQ,Launched,Q1'15,4,3.60,2.60,6,N/A,Intel HD 4600 Graphics
Core i7-4722HQ,Launched,Q1'15,4,3.40,2.40,6,N/A,Intel HD 4600 Graphics
Core i7-4750HQ,Launched,Q3'13,4,3.20,2.00,6,Intel Smart Cache,Intel Iris Pro 5200 Graphics
Core i7-4760HQ,Launched,Q2'14,4,3.30,2.10,6,Intel Smart Cache,Intel Iris Pro 5200 Graphics
Core i7-4770HQ,Launched,Q3'14,4,3.40,2.20,6,N/A,Intel Iris Pro 5200 Graphics
Core i7-4790K,Discontinued,Q2'14,4,4.40,4.00,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4770K,Discontinued,Q2'13,4,3.90,3.50,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4765T,Discontinued,Q2'13,4,3.00,2.00,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4770,Discontinued,Q2'13,4,3.90,3.40,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4770R,Discontinued,Q2'13,4,3.90,3.20,6,Intel Smart Cache,Intel Iris Pro 5200 Graphics
Core i7-4770S,Launched,Q2'13,4,3.90,3.10,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4770T,Discontinued,Q2'13,4,3.70,2.50,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4770TE,Launched,Q2'13,4,3.30,2.30,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4771,Discontinued,Q3'13,4,3.90,3.50,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4785T,Discontinued,Q2'14,4,3.20,2.20,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4790,Discontinued,Q2'14,4,4.00,3.60,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4790S,Launched,Q2'14,4,4.00,3.20,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4790T,Discontinued,Q2'14,4,3.90,2.70,8,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4600M,Launched,Q4'13,2,3.60,2.90,4,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4600U,Launched,Q3'13,2,3.30,2.10,4,Intel Smart Cache,Intel HD 4400 Graphics
Core i7-4610M,Launched,Q1'14,2,3.70,3.00,4,Intel Smart Cache,Intel HD 4600 Graphics
Core i7-4610Y,Launched,Q3'13,2,2.90,1.70,4,Intel Smart Cache,Intel HD 4200 Graphics
Core i7-4650U,Launched,Q3'13,2,3.30,1.70,4,Intel Smart Cache,Intel HD 5000 Graphics
Core i7-4500U,Launched,Q3'13,2,3.00,1.80,4,Intel Smart Cache,Intel HD 4400 Graphics
Core i7-4510U,Launched,Q2'14,2,3.10,2.00,4,Intel Smart Cache,Intel HD 4400 Graphics
Core i7-4550U,Launched,Q3'13,2,3.00,1.50,4,Intel Smart Cache,Intel HD 5000 Graphics
Core i7-4558U,Launched,Q3'13,2,3.30,2.80,4,Intel Smart Cache,Intel Iris 5100 Graphics
Core i7-4578U,Launched,Q3'14,2,3.50,3.00,4,N/A,Intel Iris 5100 Graphics
Core i5-1145GRE,Launched,Q3'20,4,4.10,1.50,8,Intel Smart Cache,Intel Iris Xe Graphics
Core i5-1145G7E,Launched,Q3'20,4,4.10,1.50,8,Intel Smart Cache,Intel Iris Xe Graphics
Core i5-1135G7,Launched,Q3'20,4,4.20,N/A,8,Intel Smart Cache,Intel Iris Xe Graphics
Core i5-1130G7,Announced,Q3'20,4,4.00,N/A,8,Intel Smart Cache,Intel Iris Xe Graphics
Core i5-10600T,Launched,Q2'20,6,4.00,2.40,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-10600KF,Launched,Q2'20,6,4.80,4.10,12,Intel Smart Cache,N/A
Core i5-10600K,Launched,Q2'20,6,4.80,4.10,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-10600,Launched,Q2'20,6,4.80,3.30,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-10500TE,Launched,Q2'20,6,3.70,2.30,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-10500T,Launched,Q2'20,6,3.80,2.30,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-10500E,Launched,Q2'20,6,4.20,3.10,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-10500,Launched,Q2'20,6,4.50,3.10,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-10400T,Launched,Q2'20,6,3.60,2.00,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-10400H,Launched,Q2'20,4,4.60,2.60,8,Intel Smart Cache,Intel UHD Graphics
Core i5-10400F,Launched,Q2'20,6,4.30,2.90,12,Intel Smart Cache,N/A
Core i5-10400,Launched,Q2'20,6,4.30,2.90,12,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-1035G7,Launched,Q3'19,4,3.70,1.20,6,Intel Smart Cache,Intel Iris Plus Graphics
Core i5-1038NG7,Launched,Q2'20,4,3.80,2.00,6,Intel Smart Cache,Intel Iris Plus Graphics
Core i5-1035G4,Launched,Q3'19,4,3.70,1.10,6,Intel Smart Cache,Intel Iris Plus Graphics
Core i5-1035G1,Launched,Q3'19,4,3.60,1.00,6,Intel Smart Cache,Intel UHD Graphics
Core i5-10310Y,Launched,Q3'19,4,4.10,1.10,6,Intel Smart Cache,Intel UHD Graphics
Core i5-10310U,Launched,Q2'20,4,4.40,1.70,6,Intel Smart Cache,Intel UHD Graphics
Core i5-1030G7,Launched,Q3'19,4,3.50,0.80,6,Intel Smart Cache,Intel Iris Plus Graphics
Core i5-1030G4,Launched,Q3'19,4,3.50,0.70,6,Intel Smart Cache,Intel Iris Plus Graphics
Core i5-10300H,Launched,Q2'20,4,4.50,2.50,8,Intel Smart Cache,Intel UHD Graphics
Core i5-10210U,Launched,Q3'19,4,4.20,1.60,6,Intel Smart Cache,Intel UHD Graphics
Core i5-10210Y,Launched,Q3'19,4,4.00,1.00,6,Intel Smart Cache,Intel UHD Graphics
Core i5-10200H,Launched,Q3'20,4,4.10,2.40,8,Intel Smart Cache,Intel UHD Graphics
Core i5-9600T,Launched,Q2'19,6,3.90,2.30,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-9600K,Launched,Q4'18,6,4.60,3.70,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-9600KF,Launched,Q1'19,6,4.60,3.70,9,Intel Smart Cache,N/A
Core i5-9600,Launched,Q2'19,6,4.60,3.10,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-9500TE,Launched,Q2'19,6,3.60,2.20,9,N/A,Intel UHD 630 Graphics
Core i5-9500T,Launched,Q2'19,6,3.70,2.20,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-9500F,Launched,Q2'19,6,4.40,3.00,9,Intel Smart Cache,N/A
Core i5-9500E,Launched,Q2'19,6,4.20,3.00,9,N/A,Intel UHD 630 Graphics
Core i5-9500,Launched,Q2'19,6,4.40,3.00,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-9400F,Launched,Q1'19,6,4.10,2.90,9,Intel Smart Cache,N/A
Core i5-9400T,Launched,Q2'19,6,3.40,1.80,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-9400H,Launched,Q2'19,4,4.30,2.50,8,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-9400,Launched,Q1'19,6,4.10,2.90,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-9300HF,Launched,Q2'19,4,4.10,2.40,8,Intel Smart Cache,N/A
Core i5-9300H,Launched,Q2'19,4,4.10,2.40,8,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-8600T,Launched,Q2'18,6,3.70,2.30,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-8600K,Launched,Q4'17,6,4.30,3.60,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-8600,Launched,Q2'18,6,4.30,3.10,9,Intel Smart Cache,Intel UHD 630 Graphics
Core i5-8500T,Launched,Q2'18,6,3.50,2.10,9,Intel Smart Cache,Intel UHD 630 Graphics
