Product,Status,Release Date,Code Name,Cores,Threads,Lithography(nm),Max. Turbo Freq.(GHz),Base Freq.(GHz),TDP(W),Cache(MB),Cache Info,Max Memory Size(GB),Memory Types,Max Memory Speed(MHz),Integrated Graphics
Xeon E5-2420,Discontinued,Q2'12,Sandy Bridge EN,6,12,32,2.40,1.90,95,15,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2428L,Discontinued,Q2'12,Sandy Bridge EN,6,12,32,2.00,1.80,60,15,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2430,Discontinued,Q2'12,Sandy Bridge EN,6,12,32,2.70,2.20,95,15,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2430L,Discontinued,Q2'12,Sandy Bridge EN,6,12,32,2.50,2.00,60,15,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2440,Discontinued,Q2'12,Sandy Bridge EN,6,12,32,2.90,2.40,95,15,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2448L,Discontinued,Q2'12,Sandy Bridge EN,8,16,32,2.10,1.80,70,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2450,Discontinued,Q2'12,Sandy Bridge EN,8,16,32,2.90,2.10,95,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2450L,Discontinued,Q2'12,Sandy Bridge EN,8,16,32,2.30,1.80,70,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2470,Discontinued,Q2'12,Sandy Bridge EN,8,16,32,3.10,2.30,95,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-4603,Discontinued,Q2'12,Sandy Bridge EP,4,8,32,N/A,2.00,95,10,Intel Smart Cache,384,"DDR3 800/1066",N/A,N/A
Xeon E5-4607,Discontinued,Q2'12,Sandy Bridge EP,6,12,32,N/A,2.20,95,12,Intel Smart Cache,384,"DDR3 800/1066",N/A,N/A
Xeon E5-4610,Discontinued,Q2'12,Sandy Bridge EP,6,12,32,2.90,2.40,95,15,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-4617,Discontinued,Q2'12,Sandy Bridge EP,6,6,32,3.40,2.90,130,15,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-4620,Discontinued,Q2'12,Sandy Bridge EP,8,16,32,2.60,2.20,95,16,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-4640,Discontinued,Q2'12,Sandy Bridge EP,8,16,32,2.80,2.40,95,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-4650,Discontinued,Q2'12,Sandy Bridge EP,8,16,32,3.30,2.70,130,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-4650L,Discontinued,Q2'12,Sandy Bridge EP,8,16,32,3.10,2.60,115,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-1620,Discontinued,Q1'12,Sandy Bridge EP,4,8,32,3.80,3.60,130,10,Intel Smart Cache,375,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-1650,Discontinued,Q1'12,Sandy Bridge EP,6,12,32,3.80,3.20,130,12,Intel Smart Cache,256,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-1660,Discontinued,Q1'12,Sandy Bridge EP,6,12,32,3.90,3.30,130,15,Intel Smart Cache,256,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2603,Discontinued,Q1'12,Sandy Bridge EP,4,4,32,N/A,1.80,80,10,Intel Smart Cache,384,"DDR3 800/1066",N/A,N/A
Xeon E5-2609,Discontinued,Q1'12,Sandy Bridge EP,4,4,32,N/A,2.40,80,10,Intel Smart Cache,384,"DDR3 800/1066",N/A,N/A
Xeon E5-2620,Discontinued,Q1'12,Sandy Bridge EP,6,12,32,2.50,2.00,95,15,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2630,Discontinued,Q1'12,Sandy Bridge EP,6,12,32,2.80,2.30,95,15,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2630L,Discontinued,Q1'12,Sandy Bridge EP,6,12,32,2.50,2.00,60,15,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2637,Discontinued,Q1'12,Sandy Bridge EP,2,4,32,3.50,3.00,80,5,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2640,Discontinued,Q1'12,Sandy Bridge EP,6,12,32,3.00,2.50,95,15,Intel Smart Cache,384,"DDR3 800/1066/1333",N/A,N/A
Xeon E5-2643,Discontinued,Q1'12,Sandy Bridge EP,4,8,32,3.50,3.30,130,10,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2648L,Discontinued,Q1'12,Sandy Bridge EP,8,16,32,2.10,1.80,70,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2650,Discontinued,Q1'12,Sandy Bridge EP,8,16,32,2.80,2.00,95,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2650L,Discontinued,Q1'12,Sandy Bridge EP,8,16,32,2.30,1.80,70,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2658,Discontinued,Q1'12,Sandy Bridge EP,8,16,32,2.40,2.10,95,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2660,Discontinued,Q1'12,Sandy Bridge EP,8,16,32,3.00,2.20,95,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2665,Discontinued,Q1'12,Sandy Bridge EP,8,16,32,3.10,2.40,115,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2667,Discontinued,Q1'12,Sandy Bridge EP,6,12,32,3.50,2.90,130,15,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2670,Discontinued,Q1'12,Sandy Bridge EP,8,16,32,3.30,2.60,115,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2680,Discontinued,Q1'12,Sandy Bridge EP,8,16,32,3.50,2.70,130,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2687W,Discontinued,Q1'12,Sandy Bridge EP,8,16,32,3.80,3.10,150,20,Intel Smart Cache,256,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E5-2690,Discontinued,Q1'12,Sandy Bridge EP,8,16,32,3.80,2.90,135,20,Intel Smart Cache,384,"DDR3 800/1066/1333/1600",N/A,N/A
Xeon E3-1285 v6,Launched,Q3'17,Kaby Lake,4,8,14,4.50,4.10,79,8,Intel Smart Cache,64,"DDR4-2400, DDR3L-1866",N/A,Intel HD P630 Graphics
Xeon E3-1220 v6,Launched,Q1'17,Kaby Lake,4,4,14,3.50,3.00,72,8,Intel Smart Cache,64,"DDR4-2400, DDR3L-1866",N/A,N/A
Xeon E3-1225 v6,Launched,Q1'17,Kaby Lake,4,4,14,3.70,3.30,73,8,Intel Smart Cache,64,"DDR4-2400, DDR3L-1866",N/A,Intel HD P630 Graphics
Xeon E3-1230 v6,Launched,Q1'17,Kaby Lake,4,8,14,3.90,3.50,72,8,Intel Smart Cache,64,"DDR4-2400, DDR3L-1866",N/A,N/A
Xeon E3-1240 v6,Launched,Q1'17,Kaby Lake,4,8,14,4.10,3.70,72,8,Intel Smart Cache,64,"DDR4-2400, DDR3L-1866",N/A,N/A
Xeon E3-1245 v6,Launched,Q1'17,Kaby Lake,4,8,14,4.10,3.70,73,8,Intel Smart Cache,64,"DDR4-2400, DDR3L-1866",N/A,Intel HD P630 Graphics
Xeon E3-1270 v6,Launched,Q1'17,Kaby Lake,4,8,14,4.20,3.80,72,8,Intel Smart Cache,64,"DDR4-2400, DDR3L-1866",N/A,N/A
Xeon E3-1275 v6,Launched,Q1'17,Kaby Lake,4,8,14,4.20,3.80,73,8,Intel Smart Cache,64,"DDR4-2400, DDR3L-1866",N/A,Intel HD P630 Graphics
Xeon E3-1280 v6,Launched,Q1'17,Kaby Lake,4,8,14,4.20,3.90,72,8,Intel Smart Cache,64,"DDR4-2400, DDR3L-1866",N/A,N/A
Xeon E3-1505L v6,Launched,Q1'17,Kaby Lake,4,8,14,3.00,2.20,25,8,N/A,64,DDR4,2400,Intel HD P630 Graphics
Xeon E3-1505M v6,Launched,Q1'17,Kaby Lake,4,8,14,4.00,3.00,45,8,N/A,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",N/A,Intel HD P630 Graphics
Xeon E3-1535M v6,Launched,Q1'17,Kaby Lake,4,8,14,4.20,3.10,45,8,N/A,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",N/A,Intel HD P630 Graphics
Xeon E3-1501L v6,Launched,Q3'16,Kaby Lake,4,4,14,2.90,2.10,25,6,N/A,64,DDR4,2400,Intel HD P630 Graphics
Xeon E3-1501M v6,Launched,Q3'16,Kaby Lake,4,4,14,3.60,2.90,45,6,N/A,64,DDR4,2400,Intel HD P630 Graphics
Xeon E3-1558L v5,Discontinued,Q2'16,Skylake,4,8,14,3.30,1.90,45,8,N/A,64,"DDR3L, DDR4 2133 MHz at 1.2V",N/A,Name Unknown
Xeon E3-1565L v5,Discontinued,Q2'16,Skylake,4,8,14,3.50,2.50,35,8,N/A,64,"DDR3L, LPDDR3 1600 MHz, DDR4 2133 MHz at 1.2V",N/A,Intel Iris Pro P580 Graphics
Xeon E3-1578L v5,Launched,Q2'16,Skylake,4,8,14,3.40,2.00,45,8,N/A,64,"DDR3L, DDR4 2133 MHz at 1.2V",N/A,Intel Iris Pro P580 Graphics
Xeon E3-1585 v5,Discontinued,Q2'16,Skylake,4,8,14,3.90,3.50,65,8,N/A,64,"DDR3L, LPDDR3 1600 MHz, DDR4 2133 MHz at 1.2V",N/A,Intel Iris Pro P580 Graphics
Xeon E3-1585L v5,Discontinued,Q2'16,Skylake,4,8,14,3.70,3.00,45,8,N/A,64,"DDR3L, LPDDR3 1600 MHz, DDR4 2133 MHz at 1.2V",N/A,Intel Iris Pro P580 Graphics
Xeon E3-1515M v5,Launched,Q1'16,Skylake,4,8,14,3.70,2.80,45,8,Intel Smart Cache,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",N/A,Intel Iris Pro P580 Graphics
Xeon E3-1545M v5,Discontinued,Q1'16,Skylake,4,8,14,3.80,2.90,45,8,Intel Smart Cache,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",N/A,Intel Iris Pro P580 Graphics
Xeon E3-1575M v5,Discontinued,Q1'16,Skylake,4,8,14,3.90,3.00,45,8,Intel Smart Cache,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",N/A,Intel Iris Pro P580 Graphics
Xeon E3-1220 v5,Discontinued,Q4'15,Skylake,4,4,14,3.50,3.00,80,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,N/A
Xeon E3-1225 v5,Launched,Q4'15,Skylake,4,4,14,3.70,3.30,80,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD P530 Graphics
Xeon E3-1230 v5,Discontinued,Q4'15,Skylake,4,8,14,3.80,3.40,80,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,N/A
Xeon E3-1235L v5,Discontinued,Q4'15,Skylake,4,4,14,3.00,2.00,25,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD P530 Graphics
Xeon E3-1240 v5,Discontinued,Q4'15,Skylake,4,8,14,3.90,3.50,80,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,N/A
Xeon E3-1240L v5,Discontinued,Q4'15,Skylake,4,8,14,3.20,2.10,25,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,N/A
Xeon E3-1245 v5,Discontinued,Q4'15,Skylake,4,8,14,3.90,3.50,80,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD P530 Graphics
Xeon E3-1260L v5,Discontinued,Q4'15,Skylake,4,8,14,3.90,2.90,45,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,N/A
Xeon E3-1268L v5,Launched,Q4'15,Skylake,4,8,14,3.40,2.40,35,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD P530 Graphics
Xeon E3-1270 v5,Discontinued,Q4'15,Skylake,4,8,14,4.00,3.60,80,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,N/A
Xeon E3-1275 v5,Launched,Q4'15,Skylake,4,8,14,4.00,3.60,80,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,Intel HD P530 Graphics
Xeon E3-1280 v5,Discontinued,Q4'15,Skylake,4,8,14,4.00,3.70,80,8,Intel Smart Cache,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",N/A,N/A
Xeon E3-1505L v5,Launched,Q4'15,Skylake,4,8,14,2.80,2.00,25,8,Intel Smart Cache,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",N/A,Intel HD P530 Graphics
Xeon E3-1505M v5,Launched,Q3'15,Skylake,4,8,14,3.70,2.80,45,8,Intel Smart Cache,64,"DDR4-2133, LPDDR3-1866, DRR3L-1600",N/A,Intel HD P530 Graphics
Xeon E3-1535M v5,Discontinued,Q3'15,Skylake,4,8,14,3.80,2.90,45,8,Intel Smart Cache,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",N/A,Intel HD P530 Graphics
Xeon E3-1258L v4,Discontinued,Q2'15,Broadwell,4,8,14,3.20,1.80,47,6,Intel Smart Cache,32,DDR3L,1600,Name Unknown
Xeon E3-1265L v4,Discontinued,Q2'15,Broadwell,4,8,14,3.30,2.30,35,6,N/A,32,"DDR3 and DDR3L 1333/1600/1866 at 1.5V",N/A,Name Unknown
Xeon E3-1278L v4,Discontinued,Q2'15,Broadwell,4,8,14,3.30,2.00,47,6,Intel Smart Cache,32,DDR3L,1600,Name Unknown
Xeon E3-1285 v4,Discontinued,Q2'15,Broadwell,4,8,14,3.80,3.50,95,6,N/A,32,"DDR3 and DDR3L 1333/1600/1866 at 1.5V",N/A,Name Unknown
Xeon E3-1285L v4,Discontinued,Q2'15,Broadwell,4,8,14,3.80,3.40,65,6,N/A,32,"DDR3 and DDR3L 1333/1600/1866 at 1.5V",N/A,Name Unknown
Xeon E3-1226 v3,Discontinued,Q2'14,Haswell,4,4,22,3.70,3.30,84,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,Name Unknown
Xeon E3-1231 v3,Discontinued,Q2'14,Haswell,4,8,22,3.80,3.40,80,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1240L v3,Discontinued,Q2'14,Haswell,4,8,22,3.00,2.00,25,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1241 v3,Discontinued,Q2'14,Haswell,4,8,22,3.90,3.50,80,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1246 v3,Discontinued,Q2'14,Haswell,4,8,22,3.90,3.50,84,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,Name Unknown
Xeon E3-1271 v3,Discontinued,Q2'14,Haswell,4,8,22,4.00,3.60,80,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1275L v3,Discontinued,Q2'14,Haswell,4,8,22,3.90,2.70,45,8,Intel Smart Cache,32,"DDR3 1333/1600",N/A,Intel HD Graphics for 4th Gen Intel Processors
Xeon E3-1276 v3,Discontinued,Q2'14,Haswell,4,8,22,4.00,3.60,84,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,Name Unknown
Xeon E3-1281 v3,Discontinued,Q2'14,Haswell,4,8,22,4.10,3.70,82,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1286 v3,Discontinued,Q2'14,Haswell,4,8,22,4.10,3.70,84,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,Name Unknown
Xeon E3-1286L v3,Discontinued,Q2'14,Haswell,4,8,22,4.00,3.20,65,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,Name Unknown
Xeon E3-1220L v3,Discontinued,Q3'13,Haswell,2,4,22,1.50,1.10,13,4,Intel Smart Cache,32,"DDR3 1333/1600",N/A,N/A
Xeon E3-1220 v3,Discontinued,Q2'13,Haswell,4,4,22,3.50,3.10,80,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1225 v3,Discontinued,Q2'13,Haswell,4,4,22,3.60,3.20,84,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1230 v3,Discontinued,Q2'13,Haswell,4,8,22,3.70,3.30,80,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1230L v3,Discontinued,Q2'13,Haswell,4,8,22,2.80,1.80,25,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1240 v3,Discontinued,Q2'13,Haswell,4,8,22,3.80,3.40,80,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1245 v3,Discontinued,Q2'13,Haswell,4,8,22,3.80,3.40,84,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,Name Unknown
Xeon E3-1265L v3,Discontinued,Q2'13,Haswell,4,8,22,3.70,2.50,45,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,Intel HD Graphics for 4th Gen Intel Processors
Xeon E3-1268L v3,Discontinued,Q2'13,Haswell,4,8,22,3.30,2.30,45,8,Intel Smart Cache,32,"DDR3 1333/1600",N/A,Intel HD 4600 Graphics
Xeon E3-1270 v3,Discontinued,Q2'13,Haswell,4,8,22,3.90,3.50,80,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1275 v3,Discontinued,Q2'13,Haswell,4,8,22,3.90,3.50,84,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,Name Unknown
Xeon E3-1280 v3,Discontinued,Q2'13,Haswell,4,8,22,4.00,3.60,82,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,N/A
Xeon E3-1285 v3,Discontinued,Q2'13,Haswell,4,8,22,4.00,3.60,84,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,Name Unknown
Xeon E3-1285L v3,Discontinued,Q2'13,Haswell,4,8,22,3.90,3.10,65,8,Intel Smart Cache,32,"DDR3 and DDR3L 1333/1600 at 1.5V",N/A,Name Unknown
Xeon E3-1105C v2,Discontinued,Q3'13,Gladden,4,8,22,N/A,1.80,25,8,L3 Cache,32,"DDR3/DDR3L 1066/1333/1600",N/A,N/A
Xeon E3-1125C v2,Discontinued,Q3'13,Gladden,4,8,22,N/A,2.50,40,8,L3 Cache,32,"DDR3/DDR3L 1066/1333/1600",N/A,N/A
Xeon E3-1220 v2,Discontinued,Q2'12,Ivy Bridge,4,4,22,3.50,3.10,69,8,Intel Smart Cache,32.77,"DDR3 1333/1600",N/A,N/A
Xeon E3-1220L v2,Discontinued,Q2'12,Ivy Bridge,2,4,22,3.50,2.30,17,3,Intel Smart Cache,32.23,"DDR3 1333/1600",N/A,N/A
Xeon E3-1225 v2,Discontinued,Q2'12,Ivy Bridge,4,4,22,3.60,3.20,77,8,Intel Smart Cache,32.77,"DDR3 1333/1600",N/A,Name Unknown
Xeon E3-1230 v2,Discontinued,Q2'12,Ivy Bridge,4,8,22,3.70,3.30,69,8,Intel Smart Cache,32.77,"DDR3 1333/1600",N/A,N/A
Xeon E3-1240 v2,Discontinued,Q2'12,Ivy Bridge,4,8,22,3.80,3.40,69,8,Intel Smart Cache,32.77,"DDR3 1333/1600",N/A,N/A
Xeon E3-1245 v2,Discontinued,Q2'12,Ivy Bridge,4,8,22,3.80,3.40,77,8,Intel Smart Cache,32.77,"DDR3 1333/1600",N/A,Name Unknown
Xeon E3-1265L v2,Discontinued,Q2'12,Ivy Bridge,4,8,22,3.50,2.50,45,8,Intel Smart Cache,32.77,"DDR3 1333/1600",N/A,Intel HD 2500 Graphics
Xeon E3-1270 v2,Discontinued,Q2'12,Ivy Bridge,4,8,22,3.90,3.50,69,8,Intel Smart Cache,32.77,"DDR3 1333/1600",N/A,N/A
Xeon E3-1275 v2,Discontinued,Q2'12,Ivy Bridge,4,8,22,3.90,3.50,77,8,Intel Smart Cache,32.77,"DDR3 1333/1600",N/A,Name Unknown
Xeon E3-1280 v2,Discontinued,Q2'12,Ivy Bridge,4,8,22,4.00,3.60,69,8,Intel Smart Cache,32.77,"DDR3 1333/1600",N/A,N/A
Xeon E3-1290 v2,Discontinued,Q2'12,Ivy Bridge,4,8,22,4.10,3.70,87,8,Intel Smart Cache,32.77,"DDR3 1333/1600",N/A,N/A
Xeon E3-1105C,Discontinued,Q2'12,Gladden,4,8,N/A,N/A,1.00,25,6,L3 Cache,32,"DDR3 1066/1333/1600",N/A,N/A
Xeon E3-1125C,Discontinued,Q2'12,Gladden,4,8,N/A,N/A,2.00,40,8,L3 Cache,32,"DDR3 1066/1333/1600",N/A,N/A
Xeon E3-1290,Discontinued,Q3'11,Sandy Bridge,4,8,32,4.00,3.60,95,8,Intel Smart Cache,32,"DDR3 1066/1333",N/A,N/A
Xeon E3-1220,Discontinued,Q2'11,Sandy Bridge,4,4,32,3.40,3.10,80,8,Intel Smart Cache,32,"DDR3 1066/1333",N/A,N/A
Xeon E3-1220L,Discontinued,Q2'11,Sandy Bridge,2,4,32,3.40,2.20,20,3,Intel Smart Cache,32,"DDR3 1066/1333",N/A,N/A
Xeon E3-1225,Discontinued,Q2'11,Sandy Bridge,4,4,32,3.40,3.10,95,6,Intel Smart Cache,32,"DDR3 1066/1333",N/A,Name Unknown
Xeon E3-1230,Discontinued,Q2'11,Sandy Bridge,4,8,32,3.60,3.20,80,8,Intel Smart Cache,32,"DDR3 1066/1333",N/A,N/A
Xeon E3-1235,Discontinued,Q2'11,Sandy Bridge,4,8,32,3.60,3.20,95,8,Intel Smart Cache,32,"DDR3 1066/1333",N/A,Name Unknown
Xeon E3-1240,Discontinued,Q2'11,Sandy Bridge,4,8,32,3.70,3.30,80,8,Intel Smart Cache,32,"DDR3 1066/1333",N/A,N/A
Xeon E3-1245,Discontinued,Q2'11,Sandy Bridge,4,8,32,3.70,3.30,95,8,Intel Smart Cache,32,"DDR3 1066/1333",N/A,Name Unknown
Xeon E3-1260L,Discontinued,Q2'11,Sandy Bridge,4,8,32,3.30,2.40,45,8,Intel Smart Cache,32,"DDR3 1066/1333",N/A,Intel HD 2000 Graphics
Xeon E3-1270,Discontinued,Q2'11,Sandy Bridge,4,8,32,3.80,3.40,80,8,Intel Smart Cache,32,"DDR3 1066/1333",N/A,N/A
Xeon E3-1275,Discontinued,Q2'11,Sandy Bridge,4,8,32,3.80,3.40,95,8,Intel Smart Cache,32,"DDR3 1066/1333",N/A,Name Unknown
Xeon E3-1280,Discontinued,Q2'11,Sandy Bridge,4,8,32,3.90,3.50,95,8,Intel Smart Cache,32,"DDR3 1066/1333",N/A,N/A
Xeon E5603,Discontinued,Q1'11,Westmere EP,4,4,32,N/A,1.60,80,4,Intel Smart Cache,288,"DDR3 800/1066",N/A,N/A
Xeon E5606,Discontinued,Q1'11,Westmere EP,4,4,32,N/A,2.13,80,8,Intel Smart Cache,288,"DDR3 800/1066",N/A,N/A
Xeon E5607,Discontinued,Q1'11,Westmere EP,4,4,32,N/A,2.26,80,8,Intel Smart Cache,288,"DDR3 800/1066",N/A,N/A
Xeon E5649,Discontinued,Q1'11,Westmere EP,6,12,32,2.93,2.53,80,12,Intel Smart Cache,288,"DDR3 800/1066/1333",N/A,N/A
Xeon W3690,Discontinued,Q1'11,Gulftown,6,12,32,3.73,3.46,130,12,Intel Smart Cache,24,"DDR3 800/1066/1333",N/A,N/A
Xeon X5647,Discontinued,Q1'11,Westmere EP,4,8,32,3.20,2.93,130,12,Intel Smart Cache,288,"DDR3 800/1066",N/A,N/A
Xeon X5672,Discontinued,Q1'11,Westmere EP,4,8,32,3.60,3.20,95,12,Intel Smart Cache,288,"DDR3 800/1066/1333",N/A,N/A
Xeon X5675,Discontinued,Q1'11,Westmere EP,6,12,32,3.46,3.06,95,12,Intel Smart Cache,288,"DDR3 800/1066/1333",N/A,N/A
Xeon X5687,Discontinued,Q1'11,Westmere EP,4,8,32,3.86,3.60,130,12,Intel Smart Cache,288,"DDR3 800/1066/1333",N/A,N/A
Xeon X5690,Discontinued,Q1'11,Westmere EP,6,12,32,3.73,3.46,130,12,Intel Smart Cache,288,"DDR3 800/1066/1333",N/A,N/A
Xeon W3670,Discontinued,Q3'10,Westmere EP,6,12,32,3.46,3.20,130,12,Intel Smart Cache,24,"DDR3 800/1066",N/A,N/A
Xeon X3480,Discontinued,Q2'10,Lynnfield,4,8,45,3.73,3.06,95,8,Intel Smart Cache,32,"DDR3 800/1066/1333",N/A,N/A
Xeon E5620,Discontinued,Q1'10,Westmere EP,4,8,32,2.66,2.40,80,12,Intel Smart Cache,288,"DDR3 800/1066",N/A,N/A
Xeon E5630,Discontinued,Q1'10,Westmere EP,4,8,32,2.80,2.53,80,12,Intel Smart Cache,288,"DDR3 800/1066",N/A,N/A
Xeon E5640,Discontinued,Q1'10,Westmere EP,4,8,32,2.93,2.66,80,12,Intel Smart Cache,288,"DDR3 800/1066",N/A,N/A
Xeon E5645,Discontinued,Q1'10,Westmere EP,6,12,32,2.67,2.40,80,12,Intel Smart Cache,288,"DDR3 800/1066/1333",N/A,N/A
Xeon L3406,Discontinued,Q1'10,Clarkdale,2,4,32,2.53,2.26,30,4,Intel Smart Cache,16.38,DDR3,1066,N/A
Xeon L5609,Discontinued,Q1'10,Westmere EP,4,4,32,1.86,1.86,40,12,Intel Smart Cache,288,"DDR3 800/1066",N/A,N/A
Xeon L5618,Discontinued,Q1'10,Westmere EP,4,8,32,2.26,1.87,40,12,N/A,N/A,N/A,N/A,N/A
Xeon L5630,Discontinued,Q1'10,Westmere EP,4,8,32,2.40,2.13,40,12,Intel Smart Cache,288,"DDR3 800/1066",N/A,N/A
Xeon L5638,Discontinued,Q1'10,Westmere EP,6,12,32,2.40,2.00,60,12,N/A,N/A,N/A,N/A,N/A
Xeon L5640,Discontinued,Q1'10,Westmere EP,6,12,32,2.80,2.26,60,12,Intel Smart Cache,288,"DDR3 800/1066/1333",N/A,N/A
