Product,Status,Release Date,Cores,Max. Turbo Freq.(GHz),Base Freq.(GHz),Cache(MB),Cache Info,Integrated Graphics
Xeon E7-8830,Discontinued,Q2'11,8,2.40,2.13,24,Intel Smart Cache,N/A
Xeon E7-4870,Discontinued,Q2'11,10,2.80,2.40,30,Intel Smart Cache,N/A
Xeon E7-4860,Discontinued,Q2'11,10,2.67,2.26,24,Intel Smart Cache,N/A
Xeon E7-4850,Discontinued,Q2'11,10,2.40,2.00,24,Intel Smart Cache,N/A
Xeon E7-4830,Discontinued,Q2'11,8,2.40,2.13,24,Intel Smart Cache,N/A
Xeon E7-4820,Discontinued,Q2'11,8,2.27,2.00,18,Intel Smart Cache,N/A
Xeon E7-4807,Discontinued,Q2'11,6,N/A,1.86,18,Intel Smart Cache,N/A
Xeon E7-2870,Discontinued,Q2'11,10,2.80,2.40,30,Intel Smart Cache,N/A
Xeon E7-2860,Discontinued,Q2'11,10,2.67,2.26,24,Intel Smart Cache,N/A
Xeon E7-2850,Discontinued,Q2'11,10,2.40,2.00,24,Intel Smart Cache,N/A
Xeon E7-2830,Discontinued,Q2'11,10,2.40,2.13,24,Intel Smart Cache,N/A
Xeon E7-2820,Discontinued,Q2'11,8,2.27,2.00,18,Intel Smart Cache,N/A
Xeon E7-2803,Discontinued,Q2'11,6,N/A,1.73,18,Intel Smart Cache,N/A
Xeon E5-4669 v4,Launched,Q2'16,22,3.00,2.20,55,N/A,N/A
Xeon E5-4667 v4,Launched,Q2'16,18,3.00,2.20,45,N/A,N/A
Xeon E5-4660 v4,Launched,Q2'16,16,3.00,2.20,40,N/A,N/A
Xeon E5-4655 v4,Launched,Q2'16,8,3.20,2.50,30,N/A,N/A
Xeon E5-4650 v4,Launched,Q2'16,14,2.80,2.20,35,N/A,N/A
Xeon E5-4640 v4,Launched,Q2'16,12,2.60,2.10,30,N/A,N/A
Xeon E5-4628L v4,Launched,Q2'16,14,2.20,1.80,35,N/A,N/A
Xeon E5-4627 v4,Launched,Q2'16,10,3.20,2.60,25,N/A,N/A
Xeon E5-4620 v4,Launched,Q2'16,10,2.60,2.10,25,N/A,N/A
Xeon E5-4610 v4,Launched,Q2'16,10,1.80,1.80,25,N/A,N/A
Xeon E5-2699A v4,Launched,Q4'16,22,3.60,2.40,55,N/A,N/A
Xeon E5-2699R v4,Launched,Q4'16,22,3.60,2.20,55,N/A,N/A
Xeon E5-2699 v4,Launched,Q1'16,22,3.60,2.20,55,Intel Smart Cache,N/A
Xeon E5-2698 v4,Launched,Q1'16,20,3.60,2.20,50,Intel Smart Cache,N/A
Xeon E5-2697 v4,Launched,Q1'16,18,3.60,2.30,45,Intel Smart Cache,N/A
Xeon E5-2697A v4,Launched,Q1'16,16,3.60,2.60,40,Intel Smart Cache,N/A
Xeon E5-2695 v4,Launched,Q1'16,18,3.30,2.10,45,Intel Smart Cache,N/A
Xeon E5-2690 v4,Launched,Q1'16,14,3.50,2.60,35,Intel Smart Cache,N/A
Xeon E5-2687W v4,Launched,Q1'16,12,3.50,3.00,30,Intel Smart Cache,N/A
Xeon E5-2683 v4,Launched,Q1'16,16,3.00,2.10,40,Intel Smart Cache,N/A
Xeon E5-2680 v4,Launched,Q1'16,14,3.30,2.40,35,Intel Smart Cache,N/A
Xeon E5-2667 v4,Launched,Q1'16,8,3.60,3.20,25,Intel Smart Cache,N/A
Xeon E5-2660 v4,Launched,Q1'16,14,3.20,2.00,35,N/A,N/A
Xeon E5-2658 v4,Launched,Q1'16,14,2.80,2.30,35,Intel Smart Cache,N/A
Xeon E5-2650 v4,Launched,Q1'16,12,2.90,2.20,30,Intel Smart Cache,N/A
Xeon E5-2650L v4,Launched,Q1'16,14,2.50,1.70,35,Intel Smart Cache,N/A
Xeon E5-2648L v4,Launched,Q1'16,14,2.50,1.80,35,Intel Smart Cache,N/A
Xeon E5-2643 v4,Launched,Q1'16,6,3.70,3.40,20,Intel Smart Cache,N/A
Xeon E5-2640 v4,Launched,Q1'16,10,3.40,2.40,25,Intel Smart Cache,N/A
Xeon E5-2637 v4,Launched,Q1'16,4,3.70,3.50,15,Intel Smart Cache,N/A
Xeon E5-2630 v4,Launched,Q1'16,10,3.10,2.20,25,Intel Smart Cache,N/A
Xeon E5-2630L v4,Launched,Q1'16,10,2.90,1.80,25,Intel Smart Cache,N/A
Xeon E5-2628L v4,Launched,Q1'16,12,2.40,1.90,30,Intel Smart Cache,N/A
Xeon E5-2623 v4,Launched,Q1'16,4,3.20,2.60,10,Intel Smart Cache,N/A
Xeon E5-2620 v4,Launched,Q1'16,8,3.00,2.10,20,Intel Smart Cache,N/A
Xeon E5-2618L v4,Launched,Q1'16,10,3.20,2.20,25,Intel Smart Cache,N/A
Xeon E5-2609 v4,Launched,Q1'16,8,N/A,1.70,20,Intel Smart Cache,N/A
Xeon E5-2608L v4,Launched,Q1'16,8,1.70,1.60,20,Intel Smart Cache,N/A
Xeon E5-2603 v4,Launched,Q1'16,8,N/A,1.70,15,Intel Smart Cache,N/A
Xeon E5-1680 v4,Launched,Q2'16,8,4.00,3.40,20,N/A,N/A
Xeon E5-1660 v4,Launched,Q2'16,8,3.80,3.20,20,N/A,N/A
Xeon E5-1650 v4,Launched,Q2'16,6,4.00,3.60,15,N/A,N/A
Xeon E5-1630 v4,Launched,Q2'16,4,4.00,3.70,10,N/A,N/A
Xeon E5-1620 v4,Launched,Q2'16,4,3.80,3.50,10,N/A,N/A
Xeon E5-2699 v3,Announced,Q3'14,18,3.60,2.30,45,Intel Smart Cache,N/A
Xeon E5-4669 v3,Launched,Q2'15,18,2.90,2.10,45,N/A,N/A
Xeon E5-2438L v3,Launched,Q1'15,10,N/A,1.80,25,N/A,N/A
Xeon E5-1428L v3,Launched,Q1'15,8,N/A,2.00,20,N/A,N/A
Xeon E5-4667 v3,Launched,Q2'15,16,2.90,2.00,40,N/A,N/A
Xeon E5-2428L v3,Launched,Q1'15,8,N/A,1.80,20,N/A,N/A
Xeon E5-1620 v3,Launched,Q3'14,4,3.60,3.50,10,Intel Smart Cache,N/A
Xeon E5-4660 v3,Launched,Q2'15,14,2.90,2.10,35,N/A,N/A
Xeon E5-2418L v3,Launched,Q1'15,6,N/A,2.00,15,N/A,N/A
Xeon E5-1630 v3,Launched,Q3'14,4,3.80,3.70,10,Intel Smart Cache,N/A
Xeon E5-2698 v3,Announced,Q3'14,16,3.60,2.30,40,Intel Smart Cache,N/A
Xeon E5-4655 v3,Launched,Q2'15,6,3.20,2.90,30,N/A,N/A
Xeon E5-2408L v3,Launched,Q1'15,4,N/A,1.80,10,N/A,N/A
Xeon E5-2697 v3,Launched,Q3'14,14,3.60,2.60,35,Intel Smart Cache,N/A
Xeon E5-1650 v3,Launched,Q3'14,6,3.80,3.50,15,Intel Smart Cache,N/A
Xeon E5-4650 v3,Launched,Q2'15,12,2.80,2.10,30,N/A,N/A
Xeon E5-1660 v3,Launched,Q3'14,8,3.50,3.00,20,Intel Smart Cache,N/A
Xeon E5-4648 v3,Launched,Q2'15,12,2.20,1.70,30,N/A,N/A
Xeon E5-1680 v3,Launched,Q3'14,8,3.80,3.20,20,Intel Smart Cache,N/A
Xeon E5-2695 v3,Launched,Q3'14,14,3.30,2.30,35,Intel Smart Cache,N/A
Xeon E5-4640 v3,Launched,Q2'15,12,2.60,1.90,30,N/A,N/A
Xeon E5-2690 v3,Launched,Q3'14,12,3.50,2.60,30,Intel Smart Cache,N/A
Xeon E5-4627 v3,Launched,Q2'15,10,3.20,2.60,25,N/A,N/A
Xeon E5-2687W v3,Launched,Q3'14,10,3.50,3.10,25,Intel Smart Cache,N/A
Xeon E5-4620 v3,Launched,Q2'15,10,2.60,2.00,25,N/A,N/A
Xeon E5-4610 v3,Launched,Q2'15,10,1.70,1.70,25,N/A,N/A
Xeon E5-2683 v3,Launched,Q3'14,14,3.00,2.00,35,Intel Smart Cache,N/A
Xeon E5-2680 v3,Launched,Q3'14,12,3.30,2.50,30,Intel Smart Cache,N/A
Xeon E5-2670 v3,Launched,Q3'14,12,3.10,2.30,30,Intel Smart Cache,N/A
Xeon E5-2667 v3,Launched,Q3'14,8,3.60,3.20,20,Intel Smart Cache,N/A
Xeon E5-2660 v3,Launched,Q3'14,10,3.30,2.60,25,Intel Smart Cache,N/A
Xeon E5-2658A v3,Launched,Q1'15,12,2.90,2.20,30,Intel Smart Cache,N/A
Xeon E5-2658 v3,Launched,Q3'14,12,2.90,2.20,30,Intel Smart Cache,N/A
Xeon E5-2650L v3,Launched,Q3'14,12,2.50,1.80,30,Intel Smart Cache,N/A
Xeon E5-2650 v3,Launched,Q3'14,10,3.00,2.30,25,Intel Smart Cache,N/A
Xeon E5-2648L v3,Launched,Q3'14,12,2.50,1.80,30,Intel Smart Cache,N/A
Xeon E5-2643 v3,Launched,Q3'14,6,3.70,3.40,20,Intel Smart Cache,N/A
Xeon E5-2640 v3,Launched,Q3'14,8,3.40,2.60,20,Intel Smart Cache,N/A
Xeon E5-2637 v3,Launched,Q3'14,4,3.70,3.50,15,Intel Smart Cache,N/A
Xeon E5-2630L v3,Launched,Q3'14,8,2.90,1.80,20,Intel Smart Cache,N/A
Xeon E5-2630 v3,Launched,Q3'14,8,3.20,2.40,20,Intel Smart Cache,N/A
Xeon E5-2628L v3,Launched,Q3'14,10,2.50,2.00,25,Intel Smart Cache,N/A
Xeon E5-2623 v3,Launched,Q3'14,4,3.50,3.00,10,Intel Smart Cache,N/A
Xeon E5-2620 v3,Launched,Q3'14,6,3.20,2.40,15,Intel Smart Cache,N/A
Xeon E5-2618L v3,Launched,Q3'14,8,3.40,2.30,20,Intel Smart Cache,N/A
Xeon E5-2609 v3,Discontinued,Q3'14,6,N/A,1.90,15,Intel Smart Cache,N/A
Xeon E5-2608L v3,Launched,Q3'14,6,N/A,2.00,15,Intel Smart Cache,N/A
Xeon E5-2603 v3,Launched,Q3'14,6,N/A,1.60,15,Intel Smart Cache,N/A
Xeon E5-4603 v2,Launched,Q1'14,4,2.20,2.20,10,Intel Smart Cache,N/A
Xeon E5-2603 v2,Launched,Q3'13,4,N/A,1.80,10,Intel Smart Cache,N/A
Xeon E5-2403 v2,Launched,Q1'14,4,1.80,1.80,10,Intel Smart Cache,N/A
Xeon E5-1620 v2,Launched,Q3'13,4,3.90,3.70,10,Intel Smart Cache,N/A
Xeon E5-4607 v2,Launched,Q1'14,6,2.60,2.60,15,Intel Smart Cache,N/A
Xeon E5-1428L v2,Launched,Q1'14,6,2.70,2.20,15,Intel Smart Cache,N/A
Xeon E5-2609 v2,Launched,Q3'13,4,2.50,2.50,10,Intel Smart Cache,N/A
Xeon E5-2407 v2,Launched,Q1'14,4,2.40,2.40,10,Intel Smart Cache,N/A
Xeon E5-4610 v2,Launched,Q1'14,8,2.70,2.30,16,Intel Smart Cache,N/A
Xeon E5-1650 v2,Launched,Q3'13,6,3.90,3.50,12,Intel Smart Cache,N/A
Xeon E5-2418L v2,Launched,Q1'14,6,2.00,2.00,15,Intel Smart Cache,N/A
Xeon E5-2618L v2,Launched,Q3'13,6,2.00,2.00,15,Intel Smart Cache,N/A
Xeon E5-4620 v2,Launched,Q1'14,8,3.00,2.60,20,Intel Smart Cache,N/A
Xeon E5-2620 v2,Launched,Q3'13,6,2.60,2.10,15,Intel Smart Cache,N/A
Xeon E5-1660 v2,Launched,Q3'13,6,4.00,3.70,15,Intel Smart Cache,N/A
Xeon E5-2420 v2,Launched,Q1'14,6,2.70,2.20,15,Intel Smart Cache,N/A
Xeon E5-4624L v2,Launched,Q1'14,10,2.50,1.90,25,Intel Smart Cache,N/A
Xeon E5-2428L v2,Launched,Q1'14,8,2.30,1.80,20,Intel Smart Cache,N/A
Xeon E5-2628L v2,Launched,Q3'13,8,2.40,1.90,20,Intel Smart Cache,N/A
Xeon E5-4627 v2,Launched,Q1'14,8,3.60,3.30,16,Intel Smart Cache,N/A
Xeon E5-2630 v2,Launched,Q3'13,6,3.10,2.60,15,Intel Smart Cache,N/A
Xeon E5-2430 v2,Launched,Q1'14,6,3.00,2.50,15,Intel Smart Cache,N/A
Xeon E5-4640 v2,Launched,Q1'14,10,2.70,2.20,20,Intel Smart Cache,N/A
Xeon E5-2630L v2,Launched,Q3'13,6,2.80,2.40,15,Intel Smart Cache,N/A
Xeon E5-2430L v2,Launched,Q1'14,6,2.80,2.40,15,Intel Smart Cache,N/A
Xeon E5-2637 v2,Launched,Q3'13,4,3.80,3.50,15,Intel Smart Cache,N/A
Xeon E5-4650 v2,Launched,Q1'14,10,2.90,2.40,25,Intel Smart Cache,N/A
Xeon E5-2440 v2,Launched,Q1'14,8,2.40,1.90,20,Intel Smart Cache,N/A
Xeon E5-2448L v2,Launched,Q1'14,10,2.40,1.80,25,Intel Smart Cache,N/A
Xeon E5-4657L v2,Launched,Q1'14,12,2.90,2.40,30,Intel Smart Cache,N/A
Xeon E5-2640 v2,Launched,Q3'13,8,2.50,2.00,20,Intel Smart Cache,N/A
Xeon E5-2643 v2,Launched,Q3'13,6,3.80,3.50,25,Intel Smart Cache,N/A
Xeon E5-2450 v2,Launched,Q1'14,8,3.30,2.50,20,Intel Smart Cache,N/A
Xeon E5-2450L v2,Launched,Q1'14,10,2.10,1.70,25,Intel Smart Cache,N/A
Xeon E5-2648L v2,Launched,Q3'13,10,2.50,1.90,25,Intel Smart Cache,N/A
Xeon E5-2650 v2,Launched,Q3'13,8,3.40,2.60,20,Intel Smart Cache,N/A
Xeon E5-2470 v2,Launched,Q1'14,10,3.20,2.40,25,Intel Smart Cache,N/A
Xeon E5-2650L v2,Launched,Q3'13,10,2.10,1.70,25,Intel Smart Cache,N/A
Xeon E5-2658 v2,Launched,Q3'13,10,3.00,2.40,25,Intel Smart Cache,N/A
Xeon E5-2660 v2,Launched,Q3'13,10,3.00,2.20,25,Intel Smart Cache,N/A
Xeon E5-2667 v2,Launched,Q3'13,8,4.00,3.30,25,Intel Smart Cache,N/A
Xeon E5-2670 v2,Launched,Q3'13,10,3.30,2.50,25,Intel Smart Cache,N/A
Xeon E5-2680 v2,Launched,Q3'13,10,3.60,2.80,25,Intel Smart Cache,N/A
Xeon E5-2687W v2,Launched,Q3'13,8,4.00,3.40,25,Intel Smart Cache,N/A
Xeon E5-2690 v2,Launched,Q3'13,10,3.60,3.00,25,Intel Smart Cache,N/A
Xeon E5-2695 v2,Launched,Q3'13,12,3.20,2.40,30,Intel Smart Cache,N/A
Xeon E5-2697 v2,Launched,Q3'13,12,3.50,2.70,30,Intel Smart Cache,N/A
Xeon E5-2403,Discontinued,Q2'12,4,N/A,1.80,10,Intel Smart Cache,N/A
Xeon E5-2603,Discontinued,Q1'12,4,N/A,1.80,10,Intel Smart Cache,N/A
Xeon E5-4603,Discontinued,Q2'12,4,N/A,2.00,10,Intel Smart Cache,N/A
Xeon E5-4607,Discontinued,Q2'12,6,N/A,2.20,12,Intel Smart Cache,N/A
Xeon E5-2407,Discontinued,Q2'12,4,N/A,2.20,10,Intel Smart Cache,N/A
Xeon E5-2418L,Launched,Q2'12,4,2.10,3.00,10,Intel Smart Cache,N/A
Xeon E5-4610,Discontinued,Q2'12,6,2.90,2.40,15,Intel Smart Cache,N/A
Xeon E5-1620,Discontinued,Q1'12,4,3.80,3.60,10,Intel Smart Cache,N/A
Xeon E5-1428L,Discontinued,Q2'12,6,N/A,1.80,15,L3 Cache,N/A
Xeon E5-2609,Discontinued,Q1'12,4,N/A,2.40,10,Intel Smart Cache,N/A
Xeon E5-4617,Discontinued,Q2'12,6,3.40,2.90,15,Intel Smart Cache,N/A
Xeon E5-2420,Discontinued,Q2'12,6,2.40,1.90,15,Intel Smart Cache,N/A
Xeon E5-2620,Discontinued,Q1'12,6,2.50,2.00,15,Intel Smart Cache,N/A
Xeon E5-1650,Discontinued,Q1'12,6,3.80,3.20,12,Intel Smart Cache,N/A
Xeon E5-4620,Discontinued,Q2'12,8,2.60,2.20,16,Intel Smart Cache,N/A
Xeon E5-2428L,Discontinued,Q2'12,6,2.00,1.80,15,Intel Smart Cache,N/A
Xeon E5-1660,Discontinued,Q1'12,6,3.90,3.30,15,Intel Smart Cache,N/A
Xeon E5-2430,Discontinued,Q2'12,6,2.70,2.20,15,Intel Smart Cache,N/A
Xeon E5-4640,Discontinued,Q2'12,8,2.80,2.40,20,Intel Smart Cache,N/A
Xeon E5-2430L,Discontinued,Q2'12,6,2.50,2.00,15,Intel Smart Cache,N/A
Xeon E5-4650,Discontinued,Q2'12,8,3.30,2.70,20,Intel Smart Cache,N/A
Xeon E5-2630,Discontinued,Q1'12,6,2.80,2.30,15,Intel Smart Cache,N/A
Xeon E5-2440,Discontinued,Q2'12,6,2.90,2.40,15,Intel Smart Cache,N/A
Xeon E5-2448L,Launched,Q2'12,8,2.10,1.80,20,Intel Smart Cache,N/A
Xeon E5-2630L,Discontinued,Q1'12,6,2.50,2.00,15,Intel Smart Cache,N/A
Xeob E5-4650L,Discontinued,Q2'12,8,3.10,2.60,20,Intel Smart Cache,N/A
Xeon E5-2450,Discontinued,Q2'12,8,2.90,2.10,20,Intel Smart Cache,N/A
Xeon E5-2637,Discontinued,Q1'12,2,3.50,3.00,5,Intel Smart Cache,N/A
Xeon E5-2640,Discontinued,Q1'12,6,3.00,2.50,15,Intel Smart Cache,N/A
Xeon E5-2450L,Discontinued,Q2'12,8,2.30,1.80,20,Intel Smart Cache,N/A
Xeon E5-2470,Discontinued,Q2'12,8,3.10,2.30,20,Intel Smart Cache,N/A
Xeon E5-2643,Discontinued,Q1'12,4,3.50,3.30,10,Intel Smart Cache,N/A
Xeon E5-2648L,Discontinued,Q1'12,8,2.10,1.80,20,Intel Smart Cache,N/A
Xeon E5-2650,Discontinued,Q1'12,8,2.80,2.00,20,Intel Smart Cache,N/A
Xeon E5-2650L,Discontinued,Q1'12,8,2.30,1.80,20,Intel Smart Cache,N/A
Xeon E5-2658,Discontinued,Q1'12,8,2.40,2.10,20,Intel Smart Cache,N/A
Xeon E5-2660,Discontinued,Q1'12,8,3.00,2.20,20,Intel Smart Cache,N/A
Xeon E5-2665,Discontinued,Q1'12,8,3.10,2.40,20,Intel Smart Cache,N/A
Xeon E5-2667,Discontinued,Q1'12,6,3.50,2.90,15,Intel Smart Cache,N/A
Xeon E5-2670,Discontinued,Q1'12,8,3.30,2.60,20,Intel Smart Cache,N/A
Xeon E5-2680,Discontinued,Q1'12,8,3.50,2.70,20,Intel Smart Cache,N/A
Xeon E5-2687W,Discontinued,Q1'12,8,3.80,3.10,20,Intel Smart Cache,N/A
Xeon E5-2690,Discontinued,Q1'12,8,3.80,2.90,20,Intel Smart Cache,N/A
Xeon E3-1535M v6,Launched,Q1'17,4,4.20,3.10,8,N/A,Intel HD P630 Graphics
Xeon E3-1505M v6,Launched,Q1'17,4,4.00,3.00,8,N/A,Intel HD P630 Graphics
Xeon E3-1505L v6,Launched,Q1'17,4,3.00,2.20,8,N/A,Intel HD P630 Graphics
Xeon E3-1501L v6,Launched,Q2'17,4,2.90,2.10,6,N/A,Intel HD P630 Graphics
Xeon E3-1501M v6,Launched,Q2'17,4,3.60,2.90,6,N/A,Intel HD P630 Graphics
Xeon E3-1285 v6,Launched,Q3'17,4,4.50,4.10,8,Intel Smart Cache,Intel HD P630 Graphics
Xeon E3-1280 v6,Launched,Q1'17,4,4.20,3.90,8,Intel Smart Cache,N/A
Xeon E3-1275 v6,Launched,Q1'17,4,4.20,3.80,8,Intel Smart Cache,Intel HD P630 Graphics
Xeon E3-1270 v6,Launched,Q1'17,4,4.20,3.80,8,Intel Smart Cache,N/A
Xeon E3-1245 v6,Launched,Q1'17,4,4.10,3.70,8,Intel Smart Cache,Intel HD P630 Graphics
Xeon E3-1240 v6,Launched,Q1'17,4,4.10,3.70,8,Intel Smart Cache,N/A
Xeon E3-1230 v6,Launched,Q1'17,4,3.90,3.50,8,Intel Smart Cache,N/A
Xeon E3-1225 v6,Launched,Q1'17,4,3.70,3.30,8,Intel Smart Cache,Intel HD P630 Graphics
Xeon E3-1220 v6,Launched,Q1'17,4,3.50,3.00,8,Intel Smart Cache,N/A
Xeon E3-1585 v5,Launched,Q2'16,4,3.90,3.50,8,N/A,Intel Iris Pro P580 Graphics
Xeon E3-1585L v5,Launched,Q2'16,4,3.70,3.00,8,N/A,Intel Iris Pro P580 Graphics
Xeon E3-1578L v5,Launched,Q2'16,4,3.40,2.00,8,N/A,Intel Iris Pro P580 Graphics
Xeon E3-1575M v5,Launched,Q1'16,4,3.90,3.00,8,Intel Smart Cache,Intel Iris Pro P580 Graphics
Xeon E3-1565L v5,Launched,Q2'16,4,3.50,2.50,8,N/A,Intel Iris Pro P580 Graphics
Xeon E3-1558L v5,Launched,Q2'16,4,3.30,1.90,8,N/A,N/A
Xeon E3-1545M v5,Launched,Q1'16,4,3.80,2.90,8,Intel Smart Cache,Intel Iris Pro P580 Graphics
Xeon E3-1535M v5,Launched,Q3'15,4,3.80,2.90,8,Intel Smart Cache,Intel HD P530 Graphics
Xeon E3-1515M v5,Launched,Q1'16,4,3.70,2.80,8,Intel Smart Cache,Intel Iris Pro P580 Graphics
Xeon E3-1505M v5,Launched,Q3'15,4,3.70,2.80,8,Intel Smart Cache,Intel HD P530 Graphics
Xeon E3-1505L v5,Launched,Q4'15,4,2.80,2.00,8,Intel Smart Cache,Intel HD P530 Graphics
Xeon E3-1280 v5,Launched,Q4'15,4,4.00,3.70,8,Intel Smart Cache,N/A
Xeon E3-1275 v5,Launched,Q4'15,4,4.00,3.60,8,Intel Smart Cache,Intel HD P530 Graphics
Xeon E3-1270 v5,Launched,Q4'15,4,4.00,3.60,8,Intel Smart Cache,N/A
Xeon E3-1268L v5,Launched,Q4'15,4,3.40,2.40,8,Intel Smart Cache,Intel HD P530 Graphics
Xeon E3-1260L v5,Launched,Q4'15,4,3.90,2.90,8,Intel Smart Cache,N/A
Xeon E3-1245 v5,Launched,Q4'15,4,3.90,3.50,8,Intel Smart Cache,Intel HD P530 Graphics
Xeon E3-1240L v5,Launched,Q4'15,4,3.20,2.10,8,Intel Smart Cache,N/A
Xeon E3-1240 v5,Launched,Q4'15,4,3.90,3.50,8,Intel Smart Cache,N/A
Xeon E3-1235L v5,Launched,Q4'15,4,3.00,2.00,8,Intel Smart Cache,Intel HD P530 Graphics
Xeon E3-1230 v5,Launched,Q4'15,4,3.80,3.40,8,Intel Smart Cache,N/A
Xeon E3-1225 v5,Launched,Q4'15,4,3.70,3.30,8,Intel Smart Cache,Intel HD P530 Graphics
Xeon E3-1220 v5,Launched,Q4'15,4,3.50,3.00,8,Intel Smart Cache,N/A
Xeon E3-1285L v4,Launched,Q2'15,4,3.80,3.40,6,N/A,N/A
Xeon E3-1285 v4,Launched,Q2'15,4,3.80,3.50,6,N/A,N/A
Xeon E3-1278L v4,Launched,Q2'15,4,3.30,2.00,6,Intel Smart Cache,N/A
Xeon E3-1265L v4,Launched,Q2'15,4,3.30,2.30,6,N/A,N/A
Xeon E3-1258L v4,Launched,Q2'15,4,3.20,1.80,6,Intel Smart Cache,N/A
Xeon E3-1286L v3,Discontinued,Q2'14,4,4.00,3.20,8,Intel Smart Cache,N/A
Xeon E3-1286 v3,Discontinued,Q2'14,4,4.10,3.70,8,Intel Smart Cache,N/A
Xeon E3-1285L v3,Discontinued,Q2'13,4,3.90,3.10,8,Intel Smart Cache,N/A
Xeon E3-1285 v3,Discontinued,Q2'13,4,4.00,3.60,8,Intel Smart Cache,N/A
Xeon E3-1281 v3,Launched,Q2'14,4,4.10,3.70,8,Intel Smart Cache,N/A
Xeon E3-1280 v3,Discontinued,Q2'13,4,4.00,3.60,8,Intel Smart Cache,N/A
Xeon E3-1276 v3,Launched,Q2'14,4,4.00,3.60,8,Intel Smart Cache,N/A
Xeon E3-1275L v3,Discontinued,Q2'14,4,3.90,2.70,8,Intel Smart Cache,Intel HD Graphics for 4th Gen Intel Processors
Xeon E3-1270 v3,Discontinued,Q2'13,4,3.90,3.50,8,Intel Smart Cache,N/A
Xeon E3-1268L v3,Launched,Q2'13,4,3.30,2.30,8,Intel Smart Cache,Intel HD 4600 Graphics
Xeon E3-1271 v3,Launched,Q2'14,4,4.00,3.60,8,Intel Smart Cache,N/A
Xeon E3-1275 v3,Launched,Q2'13,4,3.90,3.50,8,Intel Smart Cache,N/A
Xeon E3-1265L v3,Launched,Q2'13,4,3.70,2.50,8,Intel Smart Cache,Intel HD Graphics for 4th Gen Intel Processors
Xeon E3-1246 v3,Launched,Q2'14,4,3.90,3.50,8,Intel Smart Cache,N/A
Xeon E3-1245 v3,Discontinued,Q2'13,4,3.80,3.40,8,Intel Smart Cache,N/A
Xeon E3-1241 v3,Launched,Q2'14,4,3.90,3.50,8,Intel Smart Cache,N/A
Xeon E3-1240L v3,Launched,Q2'14,4,3.00,2.00,8,Intel Smart Cache,N/A
Xeon E3-1240 v3,Discontinued,Q2'13,4,3.80,3.40,8,Intel Smart Cache,N/A
Xeon E3-1231 v3,Launched,Q2'14,4,3.80,3.40,8,Intel Smart Cache,N/A
Xeon E3-1230L v3,Launched,Q2'13,4,2.80,1.80,8,Intel Smart Cache,N/A
Xeon E3-1230 v3,Discontinued,Q2'13,4,3.70,3.30,8,Intel Smart Cache,N/A
Xeon E3-1226 v3,Launched,Q2'14,4,3.70,3.30,8,Intel Smart Cache,N/A
Xeon E3-1225 v3,Launched,Q2'13,4,3.60,3.20,8,Intel Smart Cache,N/A
Xeon E3-1220L v3,Launched,Q3'13,2,1.50,1.10,4,Intel Smart Cache,N/A
Xeon E3-1220 v3,Launched,Q2'13,4,3.50,3.10,8,Intel Smart Cache,N/A
Xeon E3-1290 v2,Discontinued,Q2'12,4,4.10,3.70,8,Intel Smart Cache,N/A
Xeon E3-1280 v2,Discontinued,Q2'12,4,4.00,3.60,8,Intel Smart Cache,N/A
Xeon E3-1275 v2,Launched,Q2'12,4,3.90,3.50,8,Intel Smart Cache,N/A
Xeon E3-1270 v2,Discontinued,Q2'12,4,3.90,3.50,8,Intel Smart Cache,N/A
Xeon E3-1265L v2,Discontinued,Q2'12,4,3.50,2.50,8,Intel Smart Cache,Intel HD 2500 Graphics
Xeon E3-1245 v2,Discontinued,Q2'12,4,3.80,3.40,8,Intel Smart Cache,N/A
Xeon E3-1240 v2,Discontinued,Q2'12,4,3.80,3.40,8,Intel Smart Cache,N/A
Xeon E3-1230 v2,Discontinued,Q2'12,4,3.70,3.30,8,Intel Smart Cache,N/A
Xeon E3-1225 v2,Launched,Q2'12,4,3.60,3.20,8,Intel Smart Cache,N/A
Xeon E3-1220 v2,Discontinued,Q2'12,4,3.50,3.10,8,Intel Smart Cache,N/A
Xeon E3-1220L v2,Discontinued,Q2'12,2,3.50,2.30,3,Intel Smart Cache,N/A
Xeon E3-1125C v2,Launched,Q3'13,4,N/A,2.50,8,L3 Cache,N/A
Xeon E3-1105C v2,Launched,Q3'13,4,N/A,1.80,8,L3 Cache,N/A
Xeon E3-1290,Discontinued,Q3'11,4,4.00,3.60,8,Intel Smart Cache,N/A
Xeon E3-1280,Discontinued,Q2'11,4,3.90,3.50,8,Intel Smart Cache,N/A
Xeon E3-1275,Discontinued,Q2'11,4,3.80,3.40,8,Intel Smart Cache,N/A
Xeon E3-1270,Discontinued,Q2'11,4,3.80,3.40,8,Intel Smart Cache,N/A
Xeon E3-1260L,Discontinued,Q2'11,4,3.30,2.40,8,Intel Smart Cache,Intel HD 2000 Graphics
Xeon E3-1245,Discontinued,Q2'11,4,3.70,3.30,8,Intel Smart Cache,N/A
Xeon E3-1240,Discontinued,Q2'11,4,3.70,3.30,8,Intel Smart Cache,N/A
Xeon E3-1235,Discontinued,Q2'11,4,3.60,3.20,8,Intel Smart Cache,N/A
Xeon E3-1230,Discontinued,Q2'11,4,3.60,3.20,8,Intel Smart Cache,N/A
